,job_titel,company_name,Loction,salery,other_role
1655,Interior Architecture,Network India Group,Munirka,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1656,Telecalling Executive,AED19 Card Services,Dwarka Mor,"₹10,000 - ₹25,000",Full time  No test required  Freshers only
1657,Graphic Designer,Journal Talk Media,Durgapura,"₹12,000 - ₹17,000",Part time  No test required  Freshers only
1658,Sales & Marketing Manager,A2 Tours And Travels Private Limited,H.R.lines,"₹8,000 - ₹20,000",Full time  No test required  Freshers only
1659,BPO Telecaller,Ruuraa Holidays Private Limited,Little Mount,"₹12,000 - ₹17,000",Full time  No test required  Freshers only
1660,Customer Support Executive,USP Integrated,Mahalakshmipuram,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1661,Telecalling Assistant,I F Service,Virar East,"₹8,000 - ₹45,000",Full time  No test required  Freshers only
1662,Billing Coordinator,Chauhan Agro,"Electronic City, Bangalore","₹12,000 - ₹15,000",Full time  No test required  Freshers only
1663,Telecaller Outbound,VOYA Resources,Noida Sector 16,"₹15,000 - ₹18,000",Night shift Full time  No test required  Freshers only
1664,Office Assistant,Arihant Build Mart Private Limited,Choolai,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1665,Call Centre BPO Executive,Bpgm Insurance Solutions,Moti Nagar,"₹9,000 - ₹16,500",Full time  No test required  Freshers only
1666,HR Recruiter,Coadvantage Consulting (Opc) Private Limited,Kondhava Budruk (Khadi Machine Chowk),"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1667,Marketing Representative,M/s Sawariya Traders,Sector 22B chandigarh,"₹13,000 - ₹17,500",Full time  No test required  Freshers only
1668,Customer Care Executive,VAS Spectrometers,Saki Naka,"₹12,500 - ₹15,000",Full time  No test required  Freshers only
1669,Sales Executive,Water India,Uppal,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1670,Telecaller Cum Computer Operator,Arh & Club Private Limited,Nala Sopara,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1671,Customer Relations Executive,Kuraku Financial Services Private Limited,Horamavu Signal,"₹15,000 - ₹15,000",Full time  No test required  Freshers only
1672,Sales Executive,Pukhraj Health Care Pvt Ltd,Aligarh City,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1673,Telecaller Outbound,House2Home Property Solutions,Tathawade,"₹7,000 - ₹15,000",Full time  No test required  Freshers only
1674,Kitchen Helper,Technovativo Bijinesu,Anjuna,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1675,Customer Support Executive,USP Integrated,Mahalakshmipuram,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1676,Telecalling Executive,Machwan Communication and Research,POLICE Post INDRA PURI,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1677,Telecaller Outbound,VOYA Resources,Noida Sector 16,"₹15,000 - ₹18,000",Night shift Full time  No test required  Freshers only
1678,Billing Coordinator,Chauhan Agro,"Electronic City, Bangalore","₹12,000 - ₹15,000",Full time  No test required  Freshers only
1679,Front Office Receptionist,The Vigour Sphere,Lalbaug,"₹8,000 - ₹15,000",Full time  No test required  Freshers only
1680,Interior Designer,V Software Consulting,Hulimavu,"₹12,500 - ₹15,000",Full time  No test required  Freshers only
1681,Telecaller Cum Office Executive,Richmond Management,Ghod Dod Road,"₹10,000 - ₹50,000",Part time  No test required  Freshers only
1682,Telecaller Outbound,Stockbooze Securities,Pilerne,"₹10,000 - ₹65,000",Full time  No test required  Freshers only
1683,Driver Cum Office Boy,Sri Dhana Health Care and Technologies,Bowenpally,"₹12,000 - ₹16,000",Full time  No test required  Freshers only
1684,Office Assistant,Arihant Build Mart Private Limited,Choolai,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1685,BPO Telecaller,Ruuraa Holidays Private Limited,Little Mount,"₹12,000 - ₹17,000",Full time  No test required  Freshers only
1686,Sales Executive,Square Ring Enterprises,Shaheed Sthal(New Bus Adda),"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1687,Interior Designer,V Software Consulting,Hulimavu,"₹12,500 - ₹15,000",Full time  No test required  Freshers only
1688,Telecaller Outbound,Stockbooze Securities,Pilerne,"₹10,000 - ₹65,000",Full time  No test required  Freshers only
1689,Customer Care Executive,Recruitify Jm Hr Solutions Private Limited,Anjananagar Gollarahatti,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1690,Telecalling Executive,Winways Technologies Private Limited,Gandhipuram,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1691,Office Admin Assistant,Raytech Medical Services,Changodar Cross Road,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1692,Picker / Packer,Labournet Services I Pvt Ltd,Attibele,"₹14,000 - ₹15,000",Full time  No test required  Freshers only
1693,HR Recruiter,Agbh Intehire Private Limited,Nagashettyhalli,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1694,Retail Executive,Orion Edutech Private Limited,Juripar Path,"₹10,000 - ₹16,000",Full time  No test required  Freshers only
1695,Telecaller,Dusaut Instruments,Madarpakkam,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1696,Call Centre BPO Executive,Bpgm Insurance Solutions,Moti Nagar,"₹9,000 - ₹16,500",Full time  No test required  Freshers only
1697,Call Center Agent,Sunshine Manpower Solutions,Kameshwar Twins,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1698,Office Admin Assistant,Raytech Medical Services,Changodar Cross Road,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1699,Barista,Kiosk Kaffee,Thane,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1700,Telecaller Outbound,3A Infotech,Dwarka Mor,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1701,Accountant,M/s HS Trading Corporation,Jawahar Nagar,"₹10,000 - ₹19,000",Full time  No test required  Freshers only
1702,Sales & Marketing Executive,Gowtham International,Chennai,"₹12,000 - ₹21,000",Full time  No test required  Freshers only
1703,Telesales Executive,Arnav Media And Entertainment Private Limited,C-Scheme,"₹9,000 - ₹20,000",Full time  No test required  Freshers only
1704,International BPO Executive,Gigabyte Technology,Noida Sector 137,"₹14,000 - ₹20,000",Night shift Full time  No test required  Freshers only
1705,Production Manager,Balaji Textiles,Bharat Cancer Hospital,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1706,Telecaller,Ssarabha Infra Private Limited,Madhapur,"₹12,000 - ₹40,000",Full time  No test required  Freshers only
1707,Hardware Test Engineer,Zebronics India Pvt Ltd.,Nehru Park,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1708,Customer Care Executive,Navraj Communication Services Llp,Warje Bridge,"₹9,000 - ₹15,000",Full time  No test required  Freshers only
1709,Telecaller Outbound,3A Infotech,Dwarka Mor,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1710,Junior Account Executive,Studio Marvel,Anna Salai,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1711,Digital Marketing Executive,Victoria Realtors,Race Course,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1712,Telesales,Shreem Brzee Telecommunication,Janak Puri East,"₹10,000 - ₹17,000",Full time  No test required  Freshers only
1713,Sales Executive,Arnav Enterprises,Polytechnic Chauraha,"₹7,000 - ₹35,000",Full time  No test required  Freshers only
1714,3D Max Designer,Asheesh Interior Inc.,Vishveshwara Puram,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1715,Interior Designer,Karankal Retail Private Limited,Bellanduru,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1716,Telecaller,Ssarabha Infra Private Limited,Madhapur,"₹12,000 - ₹40,000",Full time  No test required  Freshers only
1717,Sales Executive,Arnav Enterprises,Polytechnic Chauraha,"₹7,000 - ₹35,000",Full time  No test required  Freshers only
1718,Hardware Test Engineer,Zebronics India Pvt Ltd.,Nehru Park,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1719,Accountant,Tiwari Enterprises,Shivaji Chowk (Kharghar),"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1720,Telecalling Executive,Nexus Ecom Solutions,Naraina Vihar,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1721,Office Boy,Xiaomi Technology India Private Limited,Governorpet,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1722,Office Assistant,Microart,Varachha,"₹7,500 - ₹18,000",Full time  No test required  Freshers only
1723,Sales and Marketing Executive,Brickswell Residency,Badkal Mor,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1724,US IT Recruiter,Ramsons Overseas,Dwarakanagar Road,"₹11,000 - ₹15,000",Night shift Full time  No test required  Freshers only
1725,Accountant,Tiwari Enterprises,Shivaji Chowk (Kharghar),"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1726,Back Office Executive,COREL PHARMA CHEM,Gota Cross Road,"₹8,000 - ₹15,000",Full time  No test required  Freshers only
1727,Telecalling Executive,Nexus Ecom Solutions,Naraina Vihar,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1728,Office Assistant,RKS & Associates,Malviya Nagar Sector 1 - 3,"₹10,000 - ₹17,000",Full time  No test required  Freshers only
1729,Hotel / General Manager,CATS Education,Borgaon,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
1730,Delivery Boy,Big MeatMart,Marathahalli,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1731,Retail Sales Executive,Tata Croma,Basavanagudi,"₹12,000 - ₹18,000",Full time  No test required  Freshers only
1732,AutoCAD Draughtsman,Beas Enterprises,Secunderabad,"₹12,500 - ₹15,000",Full time  No test required  Freshers only
1733,Telecaller,Ln Constructions And Properties (Opc) Private Limited,Nagole X Road,"₹10,000 - ₹45,000",Full time  No test required  Freshers only
1734,Director,Chevron International,Model Town,"₹10,000 - ₹15,000",Night shift Full time  No test required  Freshers only
1735,Chat Process Executive,Gositally Digital Services,Fatima Nagar,"₹13,000 - ₹20,000",Full time  No test required  Freshers only
1736,Wordpress Developer,RCSK Computer Educaion,Palwal,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1737,Business Development Executive (BDE),Oraiyan Groups,Jayanagara 4th Block,"₹10,000 - ₹65,000",Part time  No test required  Freshers only
1738,Customer Retention Executive - Voice / Blended,Pramuk Health Services,Double Road Shanthinagar,"₹13,000 - ₹19,000",Full time  No test required  Freshers only
1739,Loader/Unloader,Bscn & Associates Private Limited,Khandagiri,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1740,Sales & Marketing Executive,Maa Durga Industries,Ahmedabad (Work from home),"₹8,000 - ₹15,000",Part time  No test required  Freshers only
1741,Back Office Executive,Hire Fast,Malad Station (W),"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1742,Telecaller,Katuri's Infotech Solutions,Bhagya Nagar Colony,"₹10,000 - ₹17,000",Full time  No test required  Freshers only
1743,Account Assistant,Arunodaya Print Pack,Bahadurpurpally,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1744,Customer Support Executive,Vibatel Solutions Pvt Ltd,Trimulgherry,"₹12,000 - ₹20,000",Full time  No test required  Freshers only
1745,Telecaller,Confirmative Solutions,Noida Sector 62,"₹10,000 - ₹18,500",Full time  No test required  Freshers only
1746,Preschool Teacher,Firstcry Intelliots Pre School,Yelahanka Satelite town,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1747,Telecaller Outbound,Fairdebt Solutions,HSR Layout,"₹13,000 - ₹20,000",Full time  No test required  Freshers only
1748,Accountant,Guru Mahadev Real Estate Private Limited,Kwality Biscuits,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1749,Construction Estimator,SJ Estimating House,Badkal Mor,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1750,Store Incharge,la Grande pvt Ltd,Keshav Puram,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
1751,Telecaller,The Hiring Company,Turbhe East,"₹14,000 - ₹15,000",Full time  No test required  Freshers only
1752,CCTV Operator,Buzzworks Business Solutions,Lingarajapuram,"₹13,000 - ₹17,000",Night shift Full time  No test required  Freshers only
1753,Junior Architect,Mahabir Design and Construction,Noida Sector 137,"₹9,000 - ₹15,000",Full time  No test required  Freshers only
1754,Electrical Technician,Cares Services and Consultants,Aalathur IE,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1755,Customer Support Executive,Insight Customer Call Solutions,Noida Sector 59,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1756,Legal Assistant,Ayush Khandelwal And Associates,Ganga Jamuna bus stop,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1757,Telecaller,Lakshaya Enterprises,Badarpur Border,"₹9,000 - ₹17,000",Full time  No test required  Freshers only
1758,Electrical Technician,Cares Services and Consultants,Aalathur IE,"₹13,000 - ₹15,000",Full time  No test required  Freshers only
1759,Junior Architect,Mahabir Design and Construction,Noida Sector 137,"₹9,000 - ₹15,000",Full time  No test required  Freshers only
1760,Office Boy,Xiaomi Technology India Private Limited,Governorpet,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1761,Telecaller,Lavoro Hr Solutions,Bharathi Colony,"₹13,000 - ₹20,000",Full time  No test required  Freshers only
1762,Back Office Executive,Sarvesh Services,Panvel,"₹10,000 - ₹16,000",Full time  No test required  Freshers only
1763,Graphic Designer,Nava Garuda Ventures,Athipet ICF colony,"₹9,000 - ₹17,000",Part time  No test required  Freshers only
1764,Data Entry Analyst,Little Cherry,Annapurna Road,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
1765,Loader/Unloader,High Source HR Solutions Private Limited,HSR Layout,"₹14,000 - ₹17,000",Night shift Full time  No test required  Freshers only
1766,Collection Executive / Officer,Starlight Enterprises,Salwad,"₹12,000 - ₹17,000",Full time  No test required  Freshers only
1767,Delivery Executive,Flipkart Internet Private Limited,Gorakhpur,"₹12,000 - ₹15,000",Part time  No test required  Freshers only
1768,Bakery Helper,Black Pekoe Tea,Koramangala,"₹10,000 - ₹15,000",Part time  No test required  Freshers only
1769,Document Verification Executive (Office),TravelBit Holidays,Britania Factory,"₹12,000 - ₹15,000",Full time  No test required  Freshers only
